SOURCE DOMAIN,TARGET DOMAIN
unm.edu,mtu.edu
bsu.umd.edu,snybuf.edu
wmwoods.edu,cup.edu
uofport.edu,luthersem.edu
skc.edu,uca.edu
hanover.edu,usd.edu
oswego.edu,uoregon.edu
mwsc.edu,babson.edu
rockhurst.edu,uiowa.edu
gac.edu,barry.edu
hsc.edu,usu.edu
ssu.umd.edu,strayer.edu
csubak.edu,stmarys-ca.edu
plymouth.edu,byu.edu
woodburyu.edu,syr.edu
kings.edu,sdsu.edu
smsu.edu,jsums.edu
vanderbilt.edu,ndsu.nodak.edu
wsc.colorado.edu,utampa.edu
bvu.edu,uiowa.edu
ccsn.edu,uthct.edu
owu.edu,wlsc.wvnet.edu
valpo.edu,calcoastuniv.edu
wuacc.edu,bvu.edu
dsc.edu,lgc.peachnet.edu
stu.edu,smumn.edu
shsu.edu,hsc.edu
wmitchell.edu,millersv.edu
nmu.edu,graceland.edu
xula.edu,cmich.edu
bgsp.edu,oakland.edu
wiu.edu,chapman.edu
champlain.edu,suu.edu
rmc.edu,pratt.edu
astate.edu,vjc.edu
cmc.edu,pratt.edu
heidelberg.edu,american.edu
stmartin.edu,goshen.edu
Ripon.EDU,berea.edu
depaul.edu,uthct.edu
wmc.car.md.us,onu.edu
alfredtech.edu,ozarks.edu
uconn.edu,wcslc.edu
apu.edu,dwu.edu
metro.inter.edu,elon.edu
moorhead.msus.edu,simons-rock.edu
iastate.edu,famu.edu
calvin.edu,wittenberg.edu
ncsu.edu,stcl.edu
babson.edu,quincy.edu
umf.maine.edu,upenn.edu
nku.edu,wheatonma.edu
utsa.edu,stevens-tech.edu
tufts.edu,csuhayward.edu
csp.edu,nwciowa.edu
uchicago.edu,NCCU.edu
uwstout.edu,umn.edu
uog.edu,bennington.edu
msmc.edu,saintjoe.edu
kent.edu,utexas.edu
loras.edu,wmich.edu
berkeley.edu,gannon.edu
marist.edu,newberry.edu
mrs.umn.edu,westal.edu
lawrence.edu,devry.edu
westmont.edu,pacificu.edu
lclark.edu,usu.edu
metro.msus.edu,ccsn.edu
uca.edu,devrycols.edu
wilkes.edu,cuny.edu
american.edu,hope.edu
shorter.edu,southwest.msus.edu
gsu.edu,tusk.edu
nyu.edu,wesleyan.edu
ncwc.edu,taiu.edu
uu.edu,esu.edu
wcupa.edu,sshechan.edu
brynmawr.edu,jcsu.edu
iup.edu,wisc.edu
wilpaterson.edu,orst.edu
metro.msus.edu,kumc.edu
byu.edu,uwp.edu
mtholyoke.edu,truman.edu
lasierra.edu,woodburyu.edu
hawaii.edu,ecu.edu
beaver.edu,enmu.edu
grin.edu,ltu.edu
sjcme.edu,hastings.edu
sulross.edu,wpi.edu
cooper.edu,ucsc.edu
uwrf.edu,tabor.edu
aamu.edu,hsc.edu
ndsu.nodak.edu,ucsf.edu
ric.edu,hood.edu
biola.edu,apsu.edu
mscd.edu,southern.edu
usiu.edu,berkeley.edu
moorhead.msus.edu,mnsfld.edu
csopp.edu,kean.edu
acu.edu,nu.edu
liunet.edu,csubak.edu
wustl.edu,uakron.edu
ship.edu,csus.edu
lincoln.edu,warren-wilson.edu
canisius.edu,cup.edu
trincoll.edu,okcu.edu
wsc.colorado.edu,uwsp.edu
arbor.edu,lrc.edu
umpi.maine.edu,stolaf.edu
ucr.edu,pomona.edu
umich.edu,vic.edu
muskingum.edu,rider.edu
hpu.edu,lcsc.edu
elon.edu,nhc.edu
oit.osshe.edu,ccsu.ctstateu.edu
fsu.umd.edu,wjc.edu
vmi.edu,coe.edu
unc.edu,wuacc.edu
tsu.edu,drexel.edu
cuc.edu,lacollege.edu
uth.tmc.edu,hiram.edu
cts.edu,hsc.colorado.edu
tayloru.edu,dne.wvnet.edu
jones.edu,austinc.edu
umassp.edu,bethel.edu
naz.edu,tabor.edu
jtsa.edu,cmc.edu
lynchburg.edu,une.edu
sshechan.edu,whitworth.edu
uta.edu,ollusa.edu
onu.edu,udallas.edu
monm.edu,usl.edu
ssu.umd.edu,jmu.edu
fortlewis.edu,mc.edu
avila.edu,bcm.tmc.edu
stthom.edu,tayloru.edu
stthom.edu,sage.edu
msjnet.edu,lemoyne.edu
bennington.edu,utmdacc.uth.tmc.edu
gvsu.edu,hanover.edu
pitt.edu,quinnipiac.edu
utsystem.edu,hmc.edu
campbell.edu,muskingum.edu
utb.edu,amherst.edu
coker.edu,augustana.edu
uta.edu,westga.edu
sewanee.edu,bennington.edu
bethany.edu,sacredheart.edu
hamilton.edu,utm.edu
marymt.edu,sewanee.edu
nmt.edu,washington.edu
shsu.edu,calstate.edu
towson.edu,ferris.edu
ndsu.nodak.edu,usf.edu
udc.edu,jmu.edu
peru.edu,bc.edu
orst.edu,chesapeake.edu
usouthal.edu,iona.edu
llu.edu,luthersem.edu
enmu.edu,uwsp.edu
lvc.edu,mtu.edu
bgsu.edu,gac.peachnet.edu
whitworth.edu,snybuf.edu
averett.edu,gac.peachnet.edu
shsu.edu,snybuf.edu
rutgers.edu,summitunivofla.edu
dartmouth.edu,alfredtech.edu
roanoke.edu,unf.edu
ric.edu,sage.edu
vill.edu,colby.edu
smcvt.edu,NCCU.edu
carroll.edu,buffalo.edu
twsu.edu,mcu.edu
avila.edu,valpo.edu
uu.edu,dsu.nodak.edu
rochester.edu,ibc.edu
su.edu,widener.edu
summitunivofla.edu,lacollege.edu
ggu.edu,ufl.edu
susqu.edu,wellesley.edu
taiu.edu,udallas.edu
swac.edu,wcslc.edu
alfredtech.edu,artic.edu
mwc.edu,cnu.edu
indwes.edu,emmanuel.edu
ibc.edu,skidmore.edu
appstate.edu,lasierra.edu
mc.edu,csusm.edu
suu.edu,ncat.edu
philacol.edu,truman.edu
millikin.edu,lsua.edu
gfc.edu,unt.edu
valpo.edu,snu.edu
utexas.edu,miami.edu
urich.edu,slc.edu
emich.edu,dsu.edu
calstatela.edu,auc.edu
mcg.edu,cedarville.edu
wesleyan.edu,cameron.edu
ukans.edu,hpu.edu
stlawu.edu,msoe.edu
ncwc.edu,austinc.edu
goucher.edu,creighton.edu
famu.edu,usm.edu
tamucc.edu,ibc.edu
upenn.edu,unt.edu
wm.edu,und.nodak.edu
taftu.edu,mcw.edu
geneseo.edu,lacollege.edu
lhup.edu,sfcpa.edu
nmclites.edu,muskingum.edu
mu.edu,oxy.edu
wofford.edu,Peace.edu
mcg.edu,uthct.edu
scottlan.edu,cobleskill.edu
csulb.edu,unt.edu
lehigh.edu,uog.edu
tntech.edu,quinnipiac.edu
elon.edu,ohio-state.edu
clemson.edu,fontbonne.edu
jewell.edu,ncbc.edu
uky.edu,clarku.edu
lwc.edu,oru.edu
mit.edu,mcg.edu
hesston.edu,syr.edu
msjnet.edu,vancouver.wsu.edu
emporia.edu,northland.edu
trincoll.edu,cwru.edu
xula.edu,bu.edu
chatham.edu,smcks.edu
drury.edu,vill.edu
hillsdale.edu,andrews.edu
nyit.edu,uamont.edu
skidmore.edu,semo.edu
wfu.edu,wells.edu
sunyit.edu,wfu.edu
barry.edu,csopp.edu
utampa.edu,jc.edu
keene.edu,bgsp.edu
colostate.edu,wofford.edu
uvm.edu,lclark.edu
cooper.edu,yu.edu
utep.edu,ohio-state.edu
drexel.edu,drake.edu
unh.edu,bryant.edu
ucla.edu,lhup.edu
fredonia.edu,niu.edu
winona.msus.edu,mum.edu
berklee.edu,eosc.osshe.edu
jwu.edu,wesleyan.edu
fielding.edu,mcu.edu
udmercy.edu,iit.edu
unl.edu,uwrf.edu
fhsu.edu,iupui.edu
rose-hulman.edu,wcula.edu
bgsu.edu,kean.edu
ksu.edu,utulsa.edu
sbu.edu,geneva.edu
gbc.edu,suffolk.edu
ilstu.edu,panam.edu
wilmington.edu,calstatela.edu
harvard.edu,npcts.edu
rose-hulman.edu,smcks.edu
ulaverne.edu,mcneese.edu
ndu.edu,uchaswv.edu
cc.colorado.edu,ohsu.edu
ysu.edu,uh.edu
odc.edu,uww.edu
sangamon.edu,mtu.edu
swac.edu,smcvt.edu
ugf.edu,npcts.edu
hsc.edu,usd.edu
augie.edu,lemoyne.edu
suffolk.edu,du.edu
ewu.edu,csus.edu
ibc.edu,kutztown.edu
poly.edu,usouthal.edu
msjnet.edu,umr.edu
sewanee.edu,pratt.edu
uca.edu,oit.osshe.edu
umcp.umd.edu,nhc.edu
purdue.edu,edgewood.edu
unr.edu,brandeis.edu
southwestern.edu,summitunivofla.edu
ltu.edu,wmitchell.edu
iit.edu,southwest.msus.edu
urich.edu,gsu.edu
hamline.edu,kumc.edu
aic.edu,scwww.ctstateu.edu
uu.edu,Dordt.edu
gac.edu,etsu-tn.edu
dsu.edu,kings.edu
utep.edu,westal.edu
unca.edu,skc.edu
sdstate.edu,vwc.edu
ccaa.edu,gatech.edu
utk.edu,wisc.edu
saintmarys.edu,davidson.edu
highpoint.edu,stcl.edu
valdosta.peachnet.edu,ndsu.nodak.edu
rmwc.edu,nyu.edu
presby.edu,sdstate.edu
bloomu.edu,coa.edu
owu.edu,geneseo.edu
nau.edu,afit.af.mil
wcu.edu,usi.edu
fuller.edu,ecu.edu
aamu.edu,iona.edu
quinnipiac.edu,phillips.edu
union.edu,nwciowa.edu
msubillings.edu,unc.edu
utm.edu,coe.edu
tamu.edu,jwu.edu
sjsu.edu,hendrix.edu
hsc.colorado.edu,sunyit.edu
calstate.edu,css.edu
cord.edu,morgan.edu
cudenver.edu,lclark.edu
humboldt.edu,millikin.edu
bakeru.edu,fsu.umd.edu
uncc.edu,wright.edu
alfredtech.edu,caltech.edu
cmc.edu,sacredheart.edu
siue.edu,bowdoin.edu
smcvt.edu,lamar.edu
smu.edu,ohio-state.edu
twsu.edu,shc.edu
franklin.edu,mcu.edu
edgewood.edu,sshechan.edu
cc.colorado.edu,uthct.edu
bryant.edu,ogi.edu
hmc.edu,pittstate.edu
clarion.edu,gonzaga.edu
cmu.edu,msubillings.edu
bethelks.edu,monm.edu
rose-hulman.edu,uh.edu
colby.edu,cmsu.edu
mcrest.edu,sjsu.edu
louisville.edu,utk.edu
lssu.edu,uidaho.edu
ucdavis.edu,westminster-mo.edu
aurora.edu,mit.edu
luc.edu,hope.edu
mcad.edu,indtech.edu
sdstate.edu,northern.edu
utmdacc.uth.tmc.edu,jtsa.edu
ua.edu,lawrence.edu
sunyit.edu,tc.columbia.edu
uog.edu,simpson.edu
oakland.edu,friends.edu
usm.maine.edu,uog.edu
uwsp.edu,mscfs.edu
lgc.peachnet.edu,roanoke.edu
stmarys-ca.edu,benedictine.edu
wooster.edu,sunyit.edu
nl.edu,tabor.edu
wittenberg.edu,adelphi.edu
utdallas.edu,uscolo.edu
jewell.edu,unh.edu
potsdam.edu,olemiss.edu
stcl.edu,carlow.edu
bgsu.edu,wofford.edu
ndsu.nodak.edu,ogi.edu
utulsa.edu,uwsa.edu
kutztown.edu,wittenberg.edu
hollins.edu,tsufl.edu
cobleskill.edu,sjcsf.edu
uwsp.edu,okcu.edu
nyit.edu,coppin.umd.edu
cwru.edu,unf.edu
jwu.edu,ltu.edu
umich.edu,umkc.edu
friends.edu,nau.edu
ggu.edu,westal.edu
wcslc.edu,cup.edu
ncbc.edu,stetson.edu
hofstra.edu,cup.edu
armstrong.edu,riv.edu
elon.edu,wcslc.edu
nyu.edu,fisk.edu
ab.umd.edu,alasu.edu
wcu.edu,tnstate.edu
mwsu.edu,rice.edu
uark.edu,csupomona.edu
presby.edu,uiu.edu
etsu.edu,iup.edu
fandm.edu,bennington.edu
antiochla.edu,nsuok.edu
evergreen.edu,stcloud.msus.edu
csc.edu,southwest.msus.edu
gsu.edu,wabash.edu
taiu.edu,wells.edu
uog.edu,devrycols.edu
wit.edu,spu.edu
umich.edu,csp.edu
uc.edu,caltech.edu
valpo.edu,alma.edu
kent.edu,uaa.alaska.edu
monmouth.edu,umt.edu
umsmed.edu,uamont.edu
rochester.edu,tulane.edu
stevens-tech.edu,awc.cc.az.us
uthct.edu,eku.edu
gfc.edu,wvup.wvnet.edu
colby.edu,hood.edu
augustana.edu,mu.edu
alleg.edu,clarke.edu
wsc.mass.edu,apu.edu
csupomona.edu,angelo.edu
citadel.edu,unl.edu
wvup.wvnet.edu,hillsdale.edu
auburn.edu,pittstate.edu
devrycols.edu,umn.edu
chatham.edu,goshen.edu
acu.edu,nlu.edu
ramapo.edu,isu.edu
jones.edu,sc.edu
widener.edu,lamar.edu
cord.edu,union.edu
mercer.peachnet.edu,utampa.edu
muw.edu,assumption.edu
tucsonu.edu,uofs.edu
etsu.edu,hawaii.edu
lssu.edu,lvc.edu
uml.edu,csudh.edu
du.edu,marshall.edu
harding.edu,uhh.hawaii.edu
ibc.edu,hmc.edu
usafa.af.mil,rmwc.edu
earlham.edu,stcloud.msus.edu
dbq.edu,niu.edu
unlv.edu,cmich.edu
vt.edu,wvup.wvnet.edu
georgetown.edu,unomaha.edu
averett.edu,uark.edu
adelphi.edu,isu.edu
uwrf.edu,uor.edu
carleton.edu,nmhu.edu
ceu.edu,uaa.alaska.edu
bemidji.msus.edu,utexas.edu
indwes.edu,wooster.edu
lacollege.edu,marist.edu
babson.edu,unm.edu
fielding.edu,amercoastuniv.edu
wmpenn.edu,clinch.edu
susqu.edu,montana.edu
unh.edu,jbc.edu
hsc.edu,swmed.edu
smsu.edu,isu.edu
wtamu.edu,columbus.iupui.edu
depauw.edu,gvsu.edu
indiana.edu,upr.clu.edu
hood.edu,uvm.edu
swarthmore.edu,coastal.edu
bsc.edu,macalstr.edu
cbu.edu,newhaven.edu
gmi.edu,msu.edu
brynmawr.edu,wmich.edu
unlv.edu,transy.edu
wilkes.edu,dbu.edu
westmont.edu,luc.edu
uvi.edu,winthrop.edu
furman.edu,semo.edu
bloomu.edu,fsufay.edu
ship.edu,ua.edu
scu.edu,gsw.peachnet.edu
sbuniv.edu,ipfw.indiana.edu
vill.edu,nich.edu
wuacc.edu,augustana.edu
siue.edu,cwu.edu
uofs.edu,ucr.edu
psu.edu,ju.edu
pdx.edu,clinch.edu
rockford.edu,lgc.peachnet.edu
cc.edu,tamucc.edu
sulross.edu,elmhurst.edu
ramapo.edu,thomasmore.edu
dana.edu,fiu.edu
saintjoe.edu,pdx.edu
monmouth.edu,cord.edu
citadel.edu,artic.edu
armstrong.edu,luthersem.edu
graceland.edu,uog.edu
smcks.edu,pepperdine.edu
scarolina.edu,fielding.edu
scarolina.edu,stmartin.edu
suffolk.edu,usfca.edu
woodburyu.edu,rutgers.edu
atu.edu,uofport.edu
ups.edu,austinc.edu
purdue.edu,rit.edu
csustan.edu,hsc.unt.edu
bluffton.edu,tsufl.edu
bentley.edu,farmingdale.edu
ceu.edu,lemoyne.edu
calcoastuniv.edu,nmu.edu
sdsmt.edu,temple.edu
ubalt.edu,chesapeake.edu
sbc.edu,mum.edu
hunter.cuny.edu,jwu.edu
cheyney.edu,wesleyan.edu
pacificu.edu,sshechan.edu
ici.edu,nwu.edu
uoregon.edu,devry.edu
creighton.edu,csopp.edu
olivet.edu,utmb.edu
sangamon.edu,dsc.edu
cbu.edu,uvm.edu
cornell-iowa.edu,uark.edu
uvm.edu,gonzaga.edu
uky.edu,syr.edu
oxy.edu,NCCU.edu
onu.edu,stmartin.edu
utah.edu,kings.edu
jcsu.edu,fplc.edu
highpoint.edu,austinc.edu
niagara.edu,uaa.alaska.edu
iup.edu,yu.edu
ohsu.edu,colgate.edu
trincoll.edu,alfredtech.edu
regis.edu,hamilton.edu
creighton.edu,nmt.edu
gannon.edu,owu.edu
daemen.edu,jtsa.edu
uhh.hawaii.edu,utmb.edu
kean.edu,usafa.af.mil
tamucc.edu,stanford.edu
bates.edu,wofford.edu
middlebury.edu,luthersem.edu
byu.edu,devry.edu
elon.edu,colby.edu
fordham.edu,stevens-tech.edu
okbu.edu,willamette.edu
evansville.edu,bard.edu
berklee.edu,lvc.edu
skidmore.edu,wwu.edu
sbc.edu,usm.edu
wustl.edu,otterbein.edu
nlu.edu,sxu.edu
NCCU.edu,mscfs.edu
unl.edu,latech.edu
csustan.edu,bbc.edu
heidelberg.edu,lunet.edu
jewell.edu,uwyo.edu
sunycentral.edu,selu.edu
dbq.edu,roanoke.edu
su.edu,callutheran.edu
syr.edu,kings.edu
tju.edu,cooper.edu
kwu.edu,niu.edu
atu.edu,lawrence.edu
esf.edu,campbell.edu
guilford.edu,devry.edu
uofs.edu,taiu.edu
unl.edu,presby.edu
snu.edu,uwec.edu
isu.edu,smcks.edu
uidaho.edu,mcg.edu
aamu.edu,bard.edu
websteruniv.edu,montclair.edu
edinboro.edu,dne.wvnet.edu
mum.edu,millersv.edu
mankato.msus.edu,wvu.edu
wwc.edu,spu.edu
hood.edu,udallas.edu
smcvt.edu,sjsu.edu
ipfw.indiana.edu,indstate.edu
hamilton.edu,bju.edu
riv.edu,vassar.edu
mum.edu,luc.edu
csusb.edu,mcm.acu.edu
spu.edu,lsu.edu
unh.edu,hofstra.edu
whitman.edu,mu.edu
shawnee.edu,lynchburg.edu
uamont.edu,csuchico.edu
assumption.edu,pitzer.edu
sunysb.edu,unt.edu
ship.edu,brown.edu
wellesley.edu,devry.edu
wustl.edu,apsu.edu
sjcme.edu,gfc.edu
artic.edu,augsburg.edu
sbc.edu,taftu.edu
metro.inter.edu,west.asu.edu
uop.edu,ncat.edu
rockefeller.edu,mtu.edu
mnsfld.edu,kenyon.edu
uwm.edu,uvm.edu
sulross.edu,tulane.edu
vt.edu,vcsu.nodak.edu
bethany.edu,smumn.edu
lynchburg.edu,williams.edu
ccaa.edu,cn.edu
hillsdale.edu,rollins.edu
geneva.edu,udayton.edu
gatech.edu,riv.edu
niagara.edu,tcu.edu
utep.edu,siu.edu
ecsu.ctstateu.edu,uthct.edu
aquinas.edu,champlain.edu
calstatela.edu,artic.edu
saintjoe.edu,calstate.edu
chapman.edu,uvm.edu
liunet.edu,curry.edu
esu.edu,lafayette.edu
marymount.edu,ab.umd.edu
ucr.edu,malone.edu
scu.edu,baldwinw.edu
uchaswv.edu,iwctx.edu
devrycols.edu,nlu.edu
washcoll.edu,utmdacc.uth.tmc.edu
cornell.edu,vcu.edu
grin.edu,nich.edu
plymouth.edu,lssu.edu
csun.edu,baylor.edu
deltast.edu,ab.umd.edu
stcloud.msus.edu,runet.edu
westminster-mo.edu,wright.edu
bridgewater.edu,lasierra.edu
creighton.edu,duq.edu
stlawu.edu,brockport.edu
msu.edu,barry.edu
wsu.edu,udel.edu
gatech.edu,npcts.edu
byu.edu,sdsmt.edu
vwc.edu,tucsonu.edu
byu.edu,uofs.edu
bradley.edu,mscfs.edu
hws.edu,suu.edu
devrycols.edu,lasierra.edu
iupui.edu,apu.edu
duke.edu,emporia.edu
wvup.wvnet.edu,gvsu.edu
cmu.edu,thomas.edu
uccs.edu,monmouth.edu
bradley.edu,albion.edu
roanoke.edu,coa.edu
sc.edu,sbc.edu
sonoma.edu,indwes.edu
champlain.edu,nich.edu
trincoll.edu,lasierra.edu
fisk.edu,juniata.edu
indiana.edu,calstate.edu
millsaps.edu,wiu.edu
esu.edu,taiu.edu
bible.edu,iwctx.edu
vanderbilt.edu,buffalo.edu
uah.edu,uca.edu
uofs.edu,nu.edu
mcneese.edu,wcupa.edu
uthct.edu,gallaudet.edu
harding.edu,stmartin.edu
univnorthco.edu,umich.edu
graceland.edu,lacollege.edu
conncoll.edu,bowdoin.edu
trinity.edu,ewu.edu
cc.edu,ecok.edu
gwu.edu,calvin.edu
scottlan.edu,stmartin.edu
pdx.edu,quincy.edu
ici.edu,haskell.edu
aum.edu,mcu.edu
lycoming.edu,arbor.edu
gfc.edu,stfrancis.edu
farmingdale.edu,csuhayward.edu
georgian.edu,luther.edu
hws.edu,mancol.edu
newpaltz.edu,cn.edu
pittstate.edu,twu.edu
jmu.edu,rpi.edu
devry.edu,udel.edu
gatech.edu,uwec.edu
sewanee.edu,wittenberg.edu
greenleaf.edu,crk.umn.edu
cooper.edu,iusb.indiana.edu
clarku.edu,cmc.edu
usmma.edu,ab.umd.edu
bucknell.edu,umsmed.edu
mursuky.edu,drake.edu
alma.edu,csc.vsc.edu
bethelks.edu,friends.edu
regis.edu,taiu.edu
tufts.edu,shu.edu
plu.edu,csc.peachnet.edu
wartburg.edu,hanover.edu
ubalt.edu,moravian.edu
rollins.edu,pacificu.edu
cedarville.edu,coa.edu
belmont.edu,drake.edu
emu.edu,lamar.edu
uww.edu,kutztown.edu
mtech.edu,cheyney.edu
uncg.edu,oxy.edu
csun.edu,hpu.edu
isu.edu,ccsn.edu
baylor.edu,pdx.edu
uncc.edu,uwm.edu
uci.edu,gac.edu
taiu.edu,ab.umd.edu
bsc.edu,hofstra.edu
uci.edu,lrc.edu
fsufay.edu,hampshire.edu
sju.edu,wisc.edu
usma.edu,clarke.edu
elmhurst.edu,cup.edu
utah.edu,nlu.edu
chesapeake.edu,mc.edu
geneva.edu,eku.edu
saintjoe.edu,artic.edu
moorhead.msus.edu,uccs.edu
lmu.edu,clarku.edu
cua.edu,stetson.edu
westal.edu,lemoyne.edu
utsa.edu,milligan-college.tn.us
assumption.edu,uc.edu
owu.edu,fortlewis.edu
dartmouth.edu,ecsu.ctstateu.edu
lafayette.edu,jc.edu
pratt.edu,uvm.edu
nmhu.edu,ccsn.edu
uog.edu,stcloud.msus.edu
bennington.edu,tabor.edu
NCCU.edu,bakeru.edu
cwru.edu,saintjoe.edu
uaa.alaska.edu,uog.edu
hamline.edu,cnuas.edu
knox.edu,graceland.edu
bsu.umd.edu,westga.edu
usmma.edu,oakland.edu
ups.edu,nwciowa.edu
seattleu.edu,vancouver.wsu.edu
usf.edu,kwu.edu
ycp.edu,wheatonma.edu
waldenu.edu,utah.edu
uoregon.edu,waldenu.edu
antiochla.edu,uno.edu
mwsu.edu,snu.edu
ozarks.edu,uky.edu
winthrop.edu,simpson.edu
antiochla.edu,umassp.edu
umm.maine.edu,westga.edu
mcneese.edu,bvu.edu
crk.umn.edu,iastate.edu
ufl.edu,brown.edu
uofport.edu,calstate.edu
dominican.edu,caltech.edu
anselm.edu,stolaf.edu
newberry.edu,utmb.edu
winthrop.edu,dwc.edu
wjc.edu,davidson.edu
wmwoods.edu,scu.edu
gbc.edu,uconn.edu
knox.edu,alfredtech.edu
ttu.edu,mcu.edu
bluffton.edu,esu.edu
wwc.edu,uaa.alaska.edu
fairmont.wvnet.edu,rose-hulman.edu
coe.edu,uml.edu
wustl.edu,ucr.edu
swt.edu,hartwick.edu
sage.edu,bc.edu
alleg.edu,usm.maine.edu
bhsu.edu,uwec.edu
urich.edu,vancouver.wsu.edu
beloit.edu,norwich.edu
carroll.edu,hope.edu
otterbein.edu,southwest.msus.edu
csc.edu,oberlin.edu
mtech.edu,auburn.edu
ua.edu,roanoke.edu
liberty.edu,andrews.edu
uah.edu,duq.edu
fgcu.edu,bethany.wvnet.edu
Peace.edu,aurora.edu
hartwick.edu,iona.edu
calstate.edu,widener.edu
csupomona.edu,arbor.edu
utsystem.edu,wellesley.edu
stcloud.msus.edu,loras.edu
uvsc.edu,tesc.edu
platt.edu,kean.edu
sfsu.edu,uog.edu
cudenver.edu,svsu.edu
newpaltz.edu,sju.edu
pwu.com,bgu.edu
millikin.edu,uvm.edu
uchicago.edu,purdue.edu
ambassador.edu,lmu.edu
csulb.edu,rowan.edu
nadn.navy.mil,allencol.edu
vwc.edu,oberlin.edu
nyit.edu,louisville.edu
reed.edu,sjc.edu
uvsc.edu,suu.edu
fisk.edu,uvm.edu
wcu.edu,ccu.edu
montreat.edu,monm.edu
umfk.maine.edu,depauw.edu
westmont.edu,dowling.edu
astate.edu,northern.edu
cameron.edu,jhu.edu
yu.edu,stanford.edu
simons-rock.edu,subr.edu
lincoln.edu,sjsu.edu
cornell.edu,skidmore.edu
stthomas.edu,luthersem.edu
jmu.edu,montreat.edu
baylor.edu,stcloud.msus.edu
xula.edu,carroll.edu
simons-rock.edu,dsu.edu
lwc.edu,gvsu.edu
fit.edu,clarke.edu
uwsuper.edu,npcts.edu
montreat.edu,vwc.edu
highpoint.edu,emporia.edu
ollusa.edu,colby.edu
stfrancis.edu,sxu.edu
uofport.edu,mwsu.edu
whittier.edu,unl.edu
belmont.edu,rwu.edu
millsaps.edu,rose-hulman.edu
utdallas.edu,uakron.edu
marist.edu,pdx.edu
ecu.edu,butler.edu
susqu.edu,uwsp.edu
mckenna.edu,ucr.edu
rit.edu,wjc.edu
taiu.edu,hamilton.edu
udmercy.edu,cuny.edu
fullerton.edu,udallas.edu
vcu.edu,niu.edu
rollins.edu,udel.edu
columbia.edu,crk.umn.edu
barry.edu,artic.edu
ncsu.edu,uhh.hawaii.edu
jmu.edu,cameron.edu
roanoke.edu,gbc.edu
tcu.edu,NCCU.edu
vancouver.wsu.edu,valpo.edu
highpoint.edu,mum.edu
ship.edu,wmwoods.edu
umich.edu,emmanuel.edu
cofc.edu,stanford.edu
ius.indiana.edu,wit.edu
csustan.edu,wmc.car.md.us
harding.edu,northern.edu
tsufl.edu,ualr.edu
nhc.edu,nmclites.edu
tulane.edu,simons-rock.edu
mscd.edu,utsa.edu
trincoll.edu,wwu.edu
purduenc.edu,ibc.edu
morgan.edu,ntu.edu
csus.edu,uci.edu
unomaha.edu,huntcol.edu
stu.edu,alfred.edu
wcula.edu,unm.edu
runet.edu,rockhurst.edu
taftu.edu,towson.edu
marymount.edu,rochester.edu
loyola.edu,fiu.edu
dartmouth.edu,usafa.af.mil
wright.edu,uconn.edu
vill.edu,wsu.edu
averett.edu,lunet.edu
auburn.edu,poly.edu
jsums.edu,barry.edu
stcloud.msus.edu,cua.edu
belmont.edu,berea.edu
stcloud.msus.edu,usafa.af.mil
centre.edu,ccsn.edu
upr.clu.edu,lawrence.edu
maine.edu,utk.edu
unf.edu,umsmed.edu
quinnipiac.edu,trenton.edu
mercer.peachnet.edu,sl.psu.edu
tesc.edu,millikin.edu
ume.maine.edu,nd.edu
cameron.edu,cmc.edu
babson.edu,lgc.peachnet.edu
wittenberg.edu,williams.edu
union.edu,stlcop.edu
jsu.edu,aurora.edu
lgc.peachnet.edu,louisville.edu
baylor.edu,alfredtech.edu
rollins.edu,csubak.edu
fsc.edu,sapc.edu
rutgers.edu,ucf.edu
ju.edu,nmsu.edu
umsmed.edu,valpo.edu
uml.edu,philacol.edu
sewanee.edu,allencol.edu
okstate.edu,bible.edu
averett.edu,tarleton.edu
usma.edu,newhaven.edu
udc.edu,csusb.edu
dsc.edu,stetson.edu
nmt.edu,juniata.edu
conncoll.edu,uwm.edu
usmma.edu,jbc.edu
tusk.edu,lawrence.edu
csum.edu,panam.edu
sage.edu,sc.edu
campbell.edu,gallaudet.edu
american.edu,amercoastuniv.edu
briar-cliff.edu,bc.edu
armstrong.edu,bard.edu
emich.edu,fsufay.edu
ucsb.edu,baldwinw.edu
hood.edu,udayton.edu
sl.psu.edu,rockford.edu
umfk.maine.edu,lrc.edu
chatham.edu,smu.edu
muskingum.edu,sl.psu.edu
winthrop.edu,marshall.edu
liunet.edu,sjc.edu
msubillings.edu,csuchico.edu
eosc.osshe.edu,bsu.edu
hunter.cuny.edu,wmwoods.edu
shc.edu,louisville.edu
wellesley.edu,smumn.edu
shawnee.edu,bridgeport.edu
csusm.edu,hartwick.edu
wku.edu,mursuky.edu
mssc.edu,lcsc.edu
wofford.edu,tucsonu.edu
usd.edu,smcks.edu
wku.edu,saintjoe.edu
jtsa.edu,tusk.edu
dbu.edu,uta.edu
msjnet.edu,coastal.edu
pitt.edu,mtu.edu
berklee.edu,ius.indiana.edu
mnsfld.edu,summitunivofla.edu
ycp.edu,jewell.edu
tui.edu,cuc.edu
stmarys-ca.edu,gonzaga.edu
ttuhsc.edu,fisk.edu
widener.edu,mc.edu
jhu.edu,southern.edu
fielding.edu,smcks.edu
okcu.edu,unl.edu
pembroke.edu,pepperdine.edu
hastings.edu,pembroke.edu
